city,country,lat, long
Tarnow,Poland,50.012100,20.985842
Sosnowiec,Poland,50.286263,19.104078
Tarnowskie Gory,Poland,50.435947,	18.846025
Poznań,Poland,52.406376,16.925167
Torun, Poland,53.013790,18.598444
Zielona Gora,Poland,51.935619,15.506186
Szczecin, Poland,53.428543,14.552812
Rzeszow, Poland,50.041187,21.999121
Kraków, Poland,50.049683,19.944544
Olsztyn,Poland,53.770226,20.490189
Bydgoszcz,Poland,53.123482,18.008438
Poznań,Poland,52.409538,16.931992
Wrocław, Poland,51.107883,17.038538
Rybnik, Poland,50.096798,18.542936
Opole, Poland,50.671062,17.926126
Elblag, Poland,54.156059,19.404490
Łódź, Poland,51.759445,19.457216
Starogard Gdański,Poland,53.966187,18.531017
Kolobrzeg,Poland,54.175919,15.583267
Lublin,Poland,51.246452,22.568445
Chelm,Poland,51.143124,23.471199
Warsaw,Poland,52.237049,21.017532
Katowice,Poland,50.270908,19.039993
Tychy,Poland,50.124981,19.009438
Gdańsk,Poland,54.372158,18.638306
